School,City,State,County,Latitude,Longitude
American Jewish University,Los Angeles,CA,Los Angeles ,34.128153,-118.471706
Reedley College,Reedley,CA,Fresno ,36.605428,-119.458555
Life Pacific University,San Dimas,CA,Los Angeles ,34.098705,-117.829388
Life Pacific University-Virginia,Christiansburg,VA,Montgomery ,37.116221,-80.414888
University of La Verne,La Verne,CA,Los Angeles ,34.100855,-117.773262
Laguna College of Art and Design,Laguna Beach,CA,Orange ,33.561448,-117.772564
Lake Tahoe Community College,South Lake Tahoe,CA,El Dorado ,38.926797,-119.972574
Lancaster Beauty School,Lancaster,CA,Los Angeles ,34.694914,-118.147547
Laney College,Oakland,CA,Alameda ,37.797257,-122.26283
Lassen Community College,Susanville,CA,Lassen ,40.432053,-120.633271
Life Chiropractic College West,Hayward,CA,Alameda ,37.638099,-122.117619
Lincoln Law School of Sacramento,Sacramento,CA,Sacramento ,38.57216,-121.464021
Lincoln University,Oakland,CA,Alameda ,37.804788,-122.269745
Southern California Seminary,El Cajon,CA,San Diego ,32.799614,-116.905461
La Sierra University,Riverside,CA,Riverside ,33.910704,-117.500054
Loma Linda University,Loma Linda,CA,San Bernardino ,34.051241,-117.260605
Long Beach City College,Long Beach,CA,Los Angeles ,33.833593,-118.135633
Southern California University of Health Sciences,Whittier,CA,Los Angeles ,33.922966,-117.983401
Los Angeles Community College District Office,Los Angeles,CA,Los Angeles ,34.048969,-118.258047
Los Angeles Harbor College,Wilmington,CA,Los Angeles ,33.784201,-118.28186
Los Angeles Pierce College,Woodland Hills,CA,Los Angeles ,34.183949,-118.575071
Los Angeles Southwest College,Los Angeles,CA,Los Angeles ,33.929586,-118.304674
Los Angeles Trade Technical College,Los Angeles,CA,Los Angeles ,34.031907,-118.269447
Los Angeles Valley College,Valley Glen,CA,Los Angeles ,34.175165,-118.421734
The Master's University and Seminary,Santa Clarita,CA,Los Angeles ,34.381755,-118.518193
Los Angeles City College,Los Angeles,CA,Los Angeles ,34.087301,-118.292169
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,Los Angeles ,34.062647,-118.211852
Los Angeles Mission College,Sylmar,CA,Los Angeles ,34.314668,-118.4195
Los Medanos College,Pittsburg,CA,Contra Costa ,38.006474,-121.860967
Los Rios Community College District Office,Sacramento,CA,Sacramento ,38.579859,-121.417145
Loyola Marymount University,Los Angeles,CA,Los Angeles ,33.97085,-118.415744
Lu Ross Academy,Ventura,CA,Ventura ,34.278034,-119.293952
Lyle's College of Beauty,Bakersfield,CA,Kern ,35.386539,-119.02387
Lyle's College of  Beauty,Fresno,CA,Fresno ,36.836265,-119.774167
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,Sonoma ,38.508385,-122.75777
MTI Business College Inc,Stockton,CA,San Joaquin ,38.007885,-121.308445
MTI College,Sacramento,CA,Sacramento ,38.661377,-121.342568
College of Marin,Kentfield,CA,Marin ,37.954897,-122.549149
Marymount California University,Rancho Palos Verdes,CA,Los Angeles ,33.734887,-118.333371
Marymount University - Waterfront Campus,San Pedro,CA,Los Angeles ,33.738991,-118.281861
Marymount California University - Lakeside Campus,Lucerne,CA,Lake ,39.089326,-122.788773
Mendocino College,Ukiah,CA,Mendocino ,39.188989,-123.228809
Menlo College,Atherton,CA,San Mateo ,37.453475,-122.190797
Merced College,Merced,CA,Merced ,37.3353,-120.476464
Merritt College,Oakland,CA,Alameda ,37.789088,-122.167335
Mills College,Oakland,CA,Alameda ,37.781425,-122.182294
MiraCosta College,Oceanside,CA,San Diego ,33.190483,-117.302606
MiraCosta College - San Elijo Campus,Cardiff,CA,San Diego ,33.018082,-117.258561
Mission College,Santa Clara,CA,Santa Clara ,37.391935,-121.980783
Modern Beauty Academy,Oxnard,CA,Ventura ,34.195384,-119.181423
Modesto Junior College,Modesto,CA,Stanislaus ,37.651056,-121.009792
Moler Barber College,Oakland,CA,Alameda ,37.827075,-122.265352
Middlebury Institute of International Studies at Monterey,Monterey,CA,Monterey ,36.599736,-121.897325
Monterey Peninsula College,Monterey,CA,Monterey ,36.590558,-121.884931
Moorpark College,Moorpark,CA,Ventura ,34.301146,-118.834528
Mt San Antonio College,Walnut,CA,Los Angeles ,34.047764,-117.846629
Mount Saint Mary's University,Los Angeles,CA,Los Angeles ,34.085315,-118.482879
Mount Saint Mary's University - Doheny Campus,Los Angeles,CA,Los Angeles ,34.030668,-118.277012
Mt San Jacinto Community College District,San Jacinto,CA,Riverside ,33.806748,-116.971169
Musicians Institute,Hollywood,CA,Los Angeles ,34.101265,-118.337582
Napa Valley College,Napa,CA,Napa ,38.274081,-122.274381
National Holistic Institute,Emeryville,CA,Alameda ,37.841898,-122.287672
National University,La Jolla,CA,San Diego ,32.909894,-117.243026
Naval Postgraduate School,Monterey,CA,Monterey ,36.597159,-121.874248
Newschool of Architecture and Design,San Diego,CA,San Diego ,32.71331,-117.153305
Newberry School of Beauty,Granada Hills,CA,Los Angeles ,34.256683,-118.499693
North Adrian's College of Beauty Inc,Modesto,CA,Stanislaus ,37.677778,-120.992753
North Orange County Community College District,Anaheim,CA,Orange ,33.849957,-117.945559
North-West College-Pomona,Pomona,CA,Los Angeles ,34.062043,-117.751227
North-West College-West Covina,West Covina,CA,Los Angeles ,34.072071,-117.949583
North-West College-Van Nuys,Van Nuys,CA,Los Angeles ,34.189497,-118.450184
Northwestern Polytechnic University,Fremont,CA,Alameda ,37.477991,-121.925953
Notre Dame de Namur University,Belmont,CA,San Mateo ,37.517111,-122.284794
Occidental College,Los Angeles,CA,Los Angeles ,34.127124,-118.210908
Ohlone College,Fremont,CA,Alameda ,37.52773,-121.916339
Orange Coast College,Costa Mesa,CA,Orange ,33.66927,-117.909086
Otis College of Art and Design,Los Angeles,CA,Los Angeles ,33.956607,-118.416615
Oxnard College,Oxnard,CA,Ventura ,34.166104,-119.157604
Hope International University,Fullerton,CA,Orange ,33.87616,-117.88573
Concorde Career College-San Diego,San Diego,CA,San Diego ,32.702814,-117.102845
Palo Alto University,Palo Alto,CA,Santa Clara ,37.382216,-122.187437
Pacific Oaks College,Pasadena,CA,Los Angeles ,34.153382,-118.151323
Pacific School of Religion,Berkeley,CA,Alameda ,37.87669,-122.263155
Pacific States University,Los Angeles,CA,Los Angeles ,34.061315,-118.298408
Pacific Union College,Angwin,CA,Napa ,38.570585,-122.440308
University of the Pacific,Stockton,CA,San Joaquin ,37.981424,-121.312301
Palo Verde College,Blythe,CA,Riverside ,33.661538,-114.651698
Palomar College,San Marcos,CA,San Diego ,33.149483,-117.183978
Pasadena City College,Pasadena,CA,Los Angeles ,34.144552,-118.118196
Pepperdine University,Malibu,CA,Los Angeles ,34.037786,-118.707077
Peralta Community College System Office,Oakland,CA,Alameda ,37.792667,-122.260837
Pitzer College,Claremont,CA,Los Angeles ,34.104107,-117.706675
Platt College-San Diego,San Diego,CA,San Diego ,32.76373,-117.063483
Point Loma Nazarene University,San Diego,CA,San Diego ,32.718391,-117.250265
Pomona College,Claremont,CA,Los Angeles ,34.099027,-117.714556
Porterville College,Porterville,CA,Tulare ,36.049256,-119.014368
Professional Institute of Beauty,El Monte,CA,Los Angeles ,34.075561,-118.039028
Santa Ana College,Santa Ana,CA,Orange ,33.759309,-117.887558
Pardee RAND Graduate School,Santa Monica,CA,Los Angeles ,34.00973,-118.490655
Shasta School of Cosmetology,Redding,CA,Shasta ,40.597114,-122.387248
University of Redlands,Redlands,CA,San Bernardino ,34.064218,-117.163218
College of the Redwoods,Eureka,CA,Humboldt ,40.698427,-124.195293
Salon Success Academy-Upland,Upland,CA,San Bernardino ,34.108247,-117.631783
Salon Success Academy-Corona,Corona,CA,Riverside ,33.847649,-117.535638
Rio Hondo College,Whittier,CA,Los Angeles ,34.019821,-118.033506
Riverside City College,Riverside,CA,Riverside ,33.970918,-117.384323
Rosemead Beauty School,Rosemead,CA,Los Angeles ,34.080756,-118.082793
Dongguk University-Los Angeles,Los Angeles,CA,Los Angeles ,34.06597,-118.289523
Sacramento City College,Sacramento,CA,Sacramento ,38.541096,-121.491139
Saddleback College,Mission Viejo,CA,Orange ,33.553346,-117.665584
Samuel Merritt University,Oakland,CA,Alameda ,37.82029,-122.266331
San Diego Community College District-District Office,San Diego,CA,San Diego ,32.776275,-117.120504
San Diego City College,San Diego,CA,San Diego ,32.717403,-117.152733
San Diego Mesa College,San Diego,CA,San Diego ,32.803825,-117.169165
San Diego Miramar College,San Diego,CA,San Diego ,32.909757,-117.120261
San Diego State University,San Diego,CA,San Diego ,32.77525,-117.071228
San Diego State University-Imperial Valley Campus,Calexico,CA,Imperial ,32.672219,-115.49306
University of San Diego,San Diego,CA,San Diego ,32.770816,-117.192073
San Francisco Art Institute,San Francisco,CA,San Francisco ,37.803575,-122.417
San Francisco Conservatory of Music,San Francisco,CA,San Francisco ,37.775543,-122.420292
San Francisco State University,San Francisco,CA,San Francisco ,37.721224,-122.476799
San Francisco Theological Seminary,San Anselmo,CA,Marin ,37.969952,-122.565407
University of San Francisco,San Francisco,CA,San Francisco ,37.776618,-122.450477
San Joaquin College of Law,Clovis,CA,Fresno ,36.82448,-119.697657
San Joaquin Delta College,Stockton,CA,San Joaquin ,37.995129,-121.318266
San Joaquin General Hospital School of Radiation Technology,French Camp,CA,San Joaquin ,37.886956,-121.283898
San Joaquin Valley College-Visalia,Visalia,CA,Tulare ,36.328049,-119.384981
San Joaquin Valley College - Hanford,Hanford,CA,Kings ,36.325989,-119.647978
San Joaquin Valley College - Online,Visalia,CA,Tulare ,36.328054,-119.384986
San Joaquin Valley College - Bakersfield,Bakersfield,CA,Kern ,35.352778,-119.062106
San Joaquin Valley College - Fresno,Fresno,CA,Fresno ,36.829902,-119.784114
San Joaquin Valley College - Fresno Trades Education Center,Fresno,CA,Fresno ,36.776817,-119.728209
San Joaquin Valley College - Ontario,Ontario,CA,San Bernardino ,34.068559,-117.550373
San Joaquin Valley College - Modesto,Salida,CA,Stanislaus ,37.717409,-121.092925
San Joaquin Valley College - Rancho Cordova,Rancho Cordova,CA,Sacramento ,38.59666,-121.280263
San Joaquin Valley College - Hesperia,Hesperia,CA,San Bernardino ,34.420664,-117.383128
San Joaquin Valley College - Temecula,Temecula,CA,Riverside ,33.525836,-117.166519
San Joaquin Valley College - Lancaster,Lancaster,CA,Los Angeles ,34.648746,-118.148373
San Joaquin Valley College - San Diego,Chula Vista,CA,San Diego ,32.63446,-117.078511
San Joaquin Valley College - Madera,Madera,CA,Madera ,36.977032,-120.082572
San Joaquin Valley College - Delano,Delano,CA,Kern ,35.774842,-119.229045
San Joaquin Valley College - Atascadero,Atascadero,CA,San Luis Obispo ,35.471552,-120.652902
William Jessup University,Rocklin,CA,Placer ,38.819728,-121.292312
San Jose-Evergreen Community College District,San Jose,CA,Santa Clara ,37.334851,-121.89118
San Jose City College,San Jose,CA,Santa Clara ,37.315827,-121.926185
San Jose State University,San Jose,CA,Santa Clara ,37.336569,-121.880621
San Mateo County Community College District Office,San Mateo,CA,San Mateo ,37.531305,-122.337627
College of San Mateo,San Mateo,CA,San Mateo ,37.535698,-122.334801
Santa Barbara Business College-Bakersfield,Bakersfield,CA,Kern ,35.359544,-119.061264
Santa Barbara Business College-Santa Maria,Santa Maria,CA,Santa Barbara ,34.937806,-120.433296
Santa Barbara City College,Santa Barbara,CA,Santa Barbara ,34.406788,-119.698045
Santa Clara University,Santa Clara,CA,Santa Clara ,37.348362,-121.93784
Jesuit School of Theology of Santa Clara University,Berkeley,CA,Alameda ,37.877591,-122.258512
Santa Monica College,Santa Monica,CA,Los Angeles ,34.017022,-118.469765
Santa Rosa Junior College,Santa Rosa,CA,Sonoma ,38.45709,-122.718974
Saybrook University,Pasadena,CA,Los Angeles ,34.153103,-118.152155
Scripps College,Claremont,CA,Los Angeles ,34.104147,-117.711294
College of the Sequoias,Visalia,CA,Tulare ,36.323877,-119.315182
Shasta Bible College and Graduate School,Redding,CA,Shasta ,40.566034,-122.314419
Shasta College,Redding,CA,Shasta ,40.625731,-122.317982
Sierra College,Rocklin,CA,Placer ,38.790773,-121.211688
Sierra College of Beauty,Merced,CA,Merced ,37.306975,-120.495874
Trinity Law School,Santa Ana,CA,Orange ,33.766071,-117.852059
Simpson University,Redding,CA,Shasta ,40.61334,-122.332981
College of the Siskiyous,Weed,CA,Siskiyou ,41.413005,-122.38909
Charles A Jones Career and Education Center,Sacramento,CA,Sacramento ,38.516233,-121.440796
Skyline College,San Bruno,CA,San Mateo ,37.63042,-122.467335
San Bernardino Valley College,San Bernardino,CA,San Bernardino ,34.086353,-117.313248
Saint Mary's College of California,Moraga,CA,Contra Costa ,37.840731,-122.109031
Solano Community College,Fairfield,CA,Solano ,38.235881,-122.122368
Sonoma State University,Rohnert Park,CA,Sonoma ,38.340274,-122.677066
South Baylo University,Anaheim,CA,Orange ,33.848216,-117.958727
South Coast College,Orange,CA,Orange ,33.78818,-117.874031
Vanguard University of Southern California,Costa Mesa,CA,Orange ,33.662686,-117.900911
Concorde Career College-Garden Grove,Garden Grove,CA,Orange ,33.774741,-117.938395
Southwestern College,Chula Vista,CA,San Diego ,32.640281,-116.996803
St John's Seminary,Camarillo,CA,Ventura ,34.243921,-119.001867
Starr King School for the Ministry,Berkeley,CA,Alameda ,37.876939,-122.261778
State Center Community College District,Fresno,CA,Fresno ,36.735642,-119.792324
Marshall B Ketchum University,Fullerton,CA,Orange ,33.889348,-117.886229
Southern California Institute of Architecture,Los Angeles,CA,Los Angeles ,34.044215,-118.232799
University of Southern California,Los Angeles,CA,Los Angeles ,34.021281,-118.284169
Southwestern Law School,Los Angeles,CA,Los Angeles ,34.061558,-118.288375
Taft College,Taft,CA,Kern ,35.149343,-119.459751
Claremont School of Theology,Claremont,CA,Los Angeles ,34.107602,-117.715256
Thomas Aquinas College,Santa Paula,CA,Ventura ,34.429009,-119.087141
Thomas Aquinas College - New England,Northfield,MA,Franklin ,42.714545,-72.444887
Epic Bible College,Sacramento,CA,Sacramento ,38.645152,-121.362642
University of California-System Administration Central Office,Oakland,CA,Alameda ,37.802222,-122.27134
United Education Institute-Huntington Park Campus,Huntington Park,CA,Los Angeles ,33.986057,-118.226206
Concorde Career College-San Bernardino,San Bernardino,CA,San Bernardino ,34.066823,-117.283995
Concorde Career College-North Hollywood,North Hollywood,CA,Los Angeles ,34.186407,-118.403627
Ventura County Community College System Office,Camarillo,CA,Ventura ,34.219073,-119.057951
Ventura College,Ventura,CA,Ventura ,34.277393,-119.230604
The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,CA,Ventura ,34.25747,-119.232988
Victor Valley College,Victorville,CA,San Bernardino ,34.472231,-117.261456
Berkeley City College,Berkeley,CA,Alameda ,37.869769,-122.269877
West Valley Mission Community College District Office,Saratoga,CA,Santa Clara ,37.26398,-122.008324
Walden University,Minneapolis,MN,Hennepin ,44.98125,-93.265738
Waynes College of Beauty,Salinas,CA,Monterey ,36.700635,-121.652672
West Hills College-Coalinga,Coalinga,CA,Fresno ,36.147891,-120.356747
West Los Angeles College,Culver City,CA,Los Angeles ,34.004512,-118.386664
West Valley College,Saratoga,CA,Santa Clara ,37.26398,-122.008324
Carrington College-Sacramento,Sacramento,CA,Sacramento ,38.556151,-121.371331
Westminster Theological Seminary in California,Escondido,CA,San Diego ,33.121447,-117.046371
Westmont College,Santa Barbara,CA,Santa Barbara ,34.450151,-119.662517
Whittier College,Whittier,CA,Los Angeles ,33.978773,-118.032299
Woodbury University,Burbank,CA,Los Angeles ,34.208011,-118.341147
The Wright Institute,Berkeley,CA,Alameda ,37.868221,-122.253168
Wright Institute (The) -,Berkeley,CA,Alameda ,37.860543,-122.291518
Thomas Jefferson School of Law,San Diego,CA,San Diego ,32.717595,-117.157862
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,Los Angeles ,34.085465,-118.346613
Yosemite Community College District Office,Modesto,CA,Stanislaus ,37.66107,-121.040246
Yuba College,Marysville,CA,Yuba ,39.126536,-121.53964
The Salon Professional Academy-Grand Junction,Grand Junction,CO,Mesa ,39.078114,-108.56521
Adams State University,Alamosa,CO,Alamosa ,37.473636,-105.879642
Aims Community College,Greeley,CO,Weld ,40.409559,-104.763415
Arapahoe Community College,Littleton,CO,Arapahoe ,39.607505,-105.018631
Bel-Rea Institute of Animal Technology,Denver,CO,Arapahoe ,39.686194,-104.876207
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,Adams ,39.745149,-104.837722
University of Colorado Colorado Springs,Colorado Springs,CO,El Paso ,38.892735,-104.800296
Spartan College of Aeronautics and Technology,Broomfield,CO,Broomfield ,39.914822,-105.119096
University of Colorado Boulder,Boulder,CO,Boulder ,40.008781,-105.270823
Colorado Christian University,Lakewood,CO,Jefferson ,39.71388,-105.09456
Colorado College,Colorado Springs,CO,El Paso ,38.84886,-104.822697
Concorde Career College-Aurora,Aurora,CO,Arapahoe ,39.718699,-104.867089
Colorado Mountain College,Glenwood Springs,CO,Garfield ,39.54636,-107.324441
Colorado Northwestern Community College,Rangely,CO,Rio Blanco ,40.081112,-108.790048
